song_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
1013,0.061658878,-0.010013443,-0.34445104,0.521024,-0.41797903,0.030748475,0.25610173,-0.2502569,-0.11903176,-0.6421355,-0.23970252,-0.13043569,-0.17878282,-0.11458331,-0.17211595,0.37338904
1775,-0.3727457,-0.34987825,0.09755128,0.24520776,-0.30285034,0.52312005,0.32806078,-0.37097335,-0.008970512,-0.3091895,-0.01945758,-0.16824114,0.065060355,0.16221857,0.24601504,0.5038697
1946,0.42673284,0.402053,0.49370125,-0.5392652,0.31944293,-0.3372093,0.39760533,-0.58224386,-0.6500802,-0.42471737,-0.6187353,-0.16110265,-0.04874471,-0.083185956,-0.06506446,0.48377836
1952,-0.07784379,-0.063077845,0.15818922,0.09998312,-0.2514714,0.117564924,0.25439954,-0.24905986,-0.26034743,-0.26322478,0.25644237,-0.19163665,0.37858313,-0.3431215,-0.06270671,-0.16038841
236,0.23253985,-0.44801095,0.06825196,0.47866002,-0.3879548,-0.33757254,-0.2776046,0.00956828,-0.24296373,0.06936937,-0.12470225,0.5307313,-0.09820827,0.5695187,-0.02695149,0.243291
550,0.31531167,-0.1777621,-0.1401187,0.102739826,0.31284234,0.11577088,-0.000777358,-0.23069015,-0.055955,0.07100038,0.05247455,0.1834069,0.3323847,0.05930792,0.27164868,0.016303156
544,0.08702487,0.34763578,0.060056817,0.44632307,0.1549021,-0.01866912,-0.23501071,-0.09966077,0.418235,-0.24359195,0.0433213,0.29725242,0.10079249,0.28542036,-0.013011484,0.4777638
222,0.06563816,-0.030674051,0.031648465,0.41732782,-0.20628974,-0.026959486,0.24793857,-0.003433661,-0.15790537,-0.06468304,-0.057110168,0.30439338,0.2758217,-0.14794314,-0.11092164,0.09171818
234,-0.4556584,-0.053924166,-0.4539258,0.40968883,-0.34180883,0.19855031,0.25638792,0.0933561,0.31072012,-0.37947512,0.025470857,0.64501846,0.11745297,0.3235225,0.2832386,0.22965124
1978,0.1623767,0.2520137,0.1076965,-0.476537,0.085352555,-0.2080817,0.43185845,-0.12221918,-0.31051517,-0.28271088,-0.21161757,-0.44063812,0.07871809,-0.20784873,0.034871962,0.028178778
220,-0.024696985,-0.22634149,-0.05277543,0.42869103,-0.47139332,-0.35006243,-0.23789531,-0.08974461,-0.35153303,-0.11200971,0.11145872,0.4635714,0.007027831,0.4968699,0.3330516,0.090410106
208,-0.36233371,0.10323926,0.24673729,0.33307713,0.37998667,0.014980045,-0.6672778,-0.23078677,0.099611424,-0.4144599,0.09705051,0.62632906,0.19799328,0.060993526,0.25750226,0.06681497
1944,0.12916298,-0.052752625,-0.0009889748,0.16960458,-0.16411795,-0.41756186,-0.05805234,-0.28279346,-0.3771419,-0.43708318,0.25860867,0.016934251,-0.30634686,0.20921965,-0.11206318,-0.09607866
1788,-0.54373187,0.10427714,0.15829833,-0.17302723,0.121044986,-0.060460407,0.48131418,-0.22755551,-0.022736251,-0.20346044,-0.01756871,-0.3122951,-0.38053915,0.27887815,-0.038699757,0.25159416
1950,0.12173713,-0.03488478,0.28351173,0.06919713,-0.18472712,-0.05035139,0.46163,0.032288253,-0.38423932,-0.4024667,-0.057706535,0.018094428,0.022520637,0.023044797,-0.048354596,0.38162556
1005,0.11890228,0.10528323,0.16653581,-0.025278099,0.08587615,-0.17540589,0.09953961,0.13967742,-0.34371963,-0.33021218,0.11613619,-0.15587032,-0.24856053,-0.059342086,0.09577956,0.21090236
591,0.34874347,-0.13625252,-0.26236126,-0.2197152,-0.5835683,-0.07782766,-0.09102126,-0.56936556,0.24839637,-0.19421095,-0.59053594,0.6258615,0.103767514,0.41145638,0.3061209,0.007799345
1763,-0.36030713,-0.049472965,-0.18751211,0.56768167,0.22000283,-0.4038387,-0.09390505,-0.05701676,-0.55573463,-0.799504,-0.092813924,-0.23561148,-0.45989227,0.2787549,0.003183235,0.39031348
1777,-0.47947174,-0.1883688,0.34149212,0.42483187,-0.16688295,0.4403807,0.2807066,-0.2848426,-0.040263057,-0.30882806,0.14015436,-0.48836848,0.08782195,-0.06619871,0.412896,0.42502424
585,0.5173566,-0.113887504,0.2837918,0.18119936,-0.031590596,0.011974894,0.04705692,0.028793637,0.14239872,0.012564083,-0.21266049,0.31024295,0.23395228,-0.23189354,0.23076123,0.063798636
